0,0_A Christmas tree with lights_0.png,0,Yes there is a Christmas tree in the image.
0,0_A Christmas tree with lights_0.png,1,This Christmas tree is a green fir tree.
0,0_A Christmas tree with lights_0.png,2,Yes there are lights on the Christmas tree.
0,0_A Christmas tree with lights_0.png,3,The Christmas tree is decorated with green lights giving it a festive appearance.
0,0_A Christmas tree with lights_0.png,4,yes
0,0_A Christmas tree with lights_0.png,5,A toy is on the Christmas tree.
0,0_A Christmas tree with lights_1.png,0,Yes there is a Christmas tree in the image.
0,0_A Christmas tree with lights_1.png,1,Christmas lights
0,0_A Christmas tree with lights_1.png,2,Yes there are lights on the Christmas tree creating a festive atmosphere.
0,0_A Christmas tree with lights_1.png,3,The Christmas tree has white lights on it.
0,0_A Christmas tree with lights_1.png,4,No there is no teddy bear in the image.
0,0_A Christmas tree with lights_1.png,5,A toy is sitting on the Christmas tree which is decorated with white lights.
0,0_A Christmas tree with lights_2.png,0,Yes there is a Christmas tree in the image.
0,0_A Christmas tree with lights_2.png,1,This tree is a Christmas tree.
0,0_A Christmas tree with lights_2.png,2,yes
0,0_A Christmas tree with lights_2.png,3,A star is on top of the Christmas tree.
0,0_A Christmas tree with lights_2.png,4,no
0,0_A Christmas tree with lights_2.png,5,A star.
0,0_A Christmas tree with lights_3.png,0,Evergreen
0,0_A Christmas tree with lights_3.png,1,This is a Christmas tree.
0,0_A Christmas tree with lights_3.png,2,Yes there are lights on the Christmas tree.
0,0_A Christmas tree with lights_3.png,3,The Christmas tree has a star on top of it.
0,0_A Christmas tree with lights_3.png,4,No there is no teddy bear in the image.
0,0_A Christmas tree with lights_3.png,5,A star is on top of the Christmas tree.
0,0_A Christmas tree with lights_4.png,0,Yes there is a Christmas tree in the image.
0,0_A Christmas tree with lights_4.png,1,This is a Christmas tree.
0,0_A Christmas tree with lights_4.png,2,Yes there are lights on the Christmas tree.
0,0_A Christmas tree with lights_4.png,3,The Christmas tree is decorated with blue lights giving it a festive appearance.
0,0_A Christmas tree with lights_4.png,4,Yes there is a teddy bear next to the Christmas tree.
0,0_A Christmas tree with lights_4.png,5,A toy train is on the Christmas tree.
0,0_A Christmas tree with teddy bear_1.png,0,Yes there is a Christmas tree in the image.
0,0_A Christmas tree with teddy bear_1.png,1,This tree is a Christmas tree.
0,0_A Christmas tree with teddy bear_1.png,2,No the Christmas tree is decorated with ornaments but no lights.
0,0_A Christmas tree with teddy bear_1.png,3,A white teddy bear is sitting on the Christmas tree.
0,0_A Christmas tree with teddy bear_1.png,4,Yes there is a teddy bear on the Christmas tree.
0,0_A Christmas tree with teddy bear_1.png,5,A white teddy bear is on the Christmas tree.
0,0_A Christmas tree with teddy bear_2.png,0,Christmas
0,0_A Christmas tree with teddy bear_2.png,1,This tree is a Christmas tree.
0,0_A Christmas tree with teddy bear_2.png,2,Yes there are lights on the Christmas tree.
0,0_A Christmas tree with teddy bear_2.png,3,On the Christmas tree there is a teddy bear sitting next to a small Christmas tree.
0,0_A Christmas tree with teddy bear_2.png,4,Christmas
0,0_A Christmas tree with teddy bear_2.png,5,A teddy bear is on the Christmas tree.
0,0_A Christmas tree with teddy bear_4.png,0,Yes there is a Christmas tree in the image.
0,0_A Christmas tree with teddy bear_4.png,1,This tree is a Christmas tree.
0,0_A Christmas tree with teddy bear_4.png,2,No there are no lights on the Christmas tree.
0,0_A Christmas tree with teddy bear_4.png,3,The Christmas tree has a white star on top of it along with several red presents underneath it.
0,0_A Christmas tree with teddy bear_4.png,4,Yes there is a teddy bear in the image.
0,0_A Christmas tree with teddy bear_4.png,5,A teddy bear is on the Christmas tree.
0,0_A Christmas tree_0.png,0,Pine tree
0,0_A Christmas tree_0.png,1,This tree is a snow-covered evergreen tree.
0,0_A Christmas tree_0.png,2,Yes there are lights on the Christmas tree.
0,0_A Christmas tree_0.png,3,Snow is covering the Christmas tree in the image.
0,0_A Christmas tree_0.png,4,Pine tree
0,0_A Christmas tree_0.png,5,A snow-covered Christmas tree.
0,0_A Christmas tree_1.png,0,Yes there is a Christmas tree in the image.
0,0_A Christmas tree_1.png,1,A Christmas tree.
0,0_A Christmas tree_1.png,2,Yes there are lights on the Christmas tree.
0,0_A Christmas tree_1.png,3,The Christmas tree has various ornaments including red and white balls snowflakes and stars.
0,0_A Christmas tree_1.png,4,No there is no teddy bear on the Christmas tree.
0,0_A Christmas tree_1.png,5,The toy on the Christmas tree is a green Christmas tree.
0,0_A Christmas tree_2.png,0,Yes there is a Christmas tree in the image.
0,0_A Christmas tree_2.png,1,This is a Christmas tree.
0,0_A Christmas tree_2.png,2,Yes there are lights on the Christmas tree.
0,0_A Christmas tree_2.png,3,The Christmas tree has red ornaments including red balls and presents.
0,0_A Christmas tree_2.png,4,No there is no teddy bear in the image.
0,0_A Christmas tree_2.png,5,A toy Santa Claus is sitting on the Christmas tree.
1,coco_325049_stable_diffusion_v2_1.jpg,0,There are two airplanes visible in the image both parked in an airport.
1,coco_325049_stable_diffusion_v2_1.jpg,1,Jet airplanes.
1,coco_325049_stable_diffusion_v2_1.jpg,2,A jet plane.
1,coco_325049_stable_diffusion_v2_1.jpg,3,Yes there is a group of airplanes visible through the windows of an airport terminal.
1,coco_325049_stable_diffusion_v2_1.jpg,4,Yes
1,1_A group of planes._0.png,0,Yes there are four airplanes parked on the runway.
1,1_A group of planes._0.png,1,Passenger jets.
1,1_A group of planes._0.png,2,In the image there are four airplanes parked next to each other on an airport runway. They are positioned next to each other indicating that they are either preparing for takeoff or have just
1,1_A group of planes._0.png,3,Yes there are a couple of airplanes parked on the runway.
1,1_A group of planes._0.png,4,4.
1,1_A group of planes._1.png,0,Yes there are airplanes in the image.
1,1_A group of planes._1.png,1,Yes there is a wall of windows in the image.
1,1_A group of planes._1.png,2,There are airplanes parked behind each other arranged in a "V" formation.
1,1_A group of planes._1.png,3,Yes there are a group of airplanes in the image.
1,1_A group of planes._1.png,4,Yes the wall of windows is large.
1,1_A group of planes._2.png,0,Yes there are six airplanes in the image.
1,1_A group of planes._2.png,1,Yes there is a wall of windows in the image.
1,1_A group of planes._2.png,2,In the image there are six airplanes positioned behind each other. They are positioned in a line creating a row. The planes appear to be parked or waiting
1,1_A group of planes._2.png,3,Yes there are a group of airplanes in the image.
1,1_A group of planes._2.png,4,Yes the wall of windows is quite large.
1,1_A group of planes._3.png,0,Yes there are many airplanes in the image some of which are parked on the runway.
1,1_A group of planes._3.png,1,Black
1,1_A group of planes._3.png,2,The planes in the image are parked on the ground lined up in a row.
1,1_A group of planes._3.png,3,
1,1_A group of planes._3.png,4,Yes the wall of windows is large.
1,1_A group of planes._4.png,0,Yes there are airplanes parked on the runway.
1,1_A group of planes._4.png,1,Airport
1,1_A group of planes._4.png,2,There is a forest behind the planes.
1,1_A group of planes._4.png,3,Yes there is a group of airplanes parked on the runway.
1,1_A group of planes._4.png,4,Yes the wall of windows is large.
1,1_A large wall of windows._0.png,0,A tall building with lots of windows.
1,1_A large wall of windows._0.png,1,An office building.
1,1_A large wall of windows._0.png,2,A wall of windows.
1,1_A large wall of windows._0.png,3,A tall building with lots of windows.
1,1_A large wall of windows._0.png,4,Yes the wall of windows is large.
1,1_A large wall of windows._1.png,0,An airport hangar.  What type of building are the planes in
1,1_A large wall of windows._1.png,1,A church.
1,1_A large wall of windows._1.png,2,The airplanes are parked in a large hangar surrounded by windows.
1,1_A large wall of windows._1.png,3,No there is no group of planes visible in the image.
1,1_A large wall of windows._1.png,4,Yes the wall of windows is large.
1,1_A large wall of windows._2.png,0,A tall brick building.
