0,0_A Christmas tree with lights_0.png,0,Yes there is a Christmas tree is visible in the image.
0,0_A Christmas tree with lights_0.png,1,Yes there are lights on the Christmas tree.
0,0_A Christmas tree with lights_0.png,2,yes
0,0_A Christmas tree with lights_0.png,3,Yes the lights on the Christmas tree are bright.
0,0_A Christmas tree with lights_0.png,4,yes
0,0_A Christmas tree with lights_1.png,0,Yes there is a Christmas tree in the image.
0,0_A Christmas tree with lights_1.png,1,Yes there are lights on the Christmas tree.
0,0_A Christmas tree with lights_1.png,2,no
0,0_A Christmas tree with lights_1.png,3,Yes the lights on the Christmas tree are bright.
0,0_A Christmas tree with lights_1.png,4,no
0,0_A Christmas tree with lights_2.png,0,Yes there is a Christmas tree in the image.
0,0_A Christmas tree with lights_2.png,1,Yes there are lights on the Christmas tree.
0,0_A Christmas tree with lights_2.png,2,no
0,0_A Christmas tree with lights_2.png,3,Yes the lights on the Christmas tree are bright.
0,0_A Christmas tree with lights_2.png,4,no
0,0_A Christmas tree with lights_3.png,0,Yes there is a Christmas tree in the image.
0,0_A Christmas tree with lights_3.png,1,Yes there are lights on the Christmas tree.
0,0_A Christmas tree with lights_3.png,2,no
0,0_A Christmas tree with lights_3.png,3,Yes the lights on the Christmas tree are bright.
0,0_A Christmas tree with lights_3.png,4,no
0,0_A Christmas tree with lights_4.png,0,Yes there is a Christmas tree in the image.
0,0_A Christmas tree with lights_4.png,1,Yes there is a Christmas tree with lights.
0,0_A Christmas tree with lights_4.png,2,yes
0,0_A Christmas tree with lights_4.png,3,Yes the lights on the Christmas tree are bright and shining.
0,0_A Christmas tree with lights_4.png,4,yes
0,0_A Christmas tree with teddy bear_1.png,0,Yes there is a Christmas tree in the image.
0,0_A Christmas tree with teddy bear_1.png,1,No there is no lights on the Christmas tree.
0,0_A Christmas tree with teddy bear_1.png,2,Yes there is a teddy bear on the Christmas tree.
0,0_A Christmas tree with teddy bear_1.png,3,Yes the lights on the Christmas tree are red.
0,0_A Christmas tree with teddy bear_1.png,4,Yes
0,0_A Christmas tree with teddy bear_2.png,0,Yes there is a Christmas tree in the image.
0,0_A Christmas tree with teddy bear_2.png,1,Yes there are lights on the Christmas tree.
0,0_A Christmas tree with teddy bear_2.png,2,Yes there is a teddy bear sitting next to a Christmas tree.
0,0_A Christmas tree with teddy bear_2.png,3,Yes the lights on the Christmas tree are lit.
0,0_A Christmas tree with teddy bear_2.png,4,yes
0,0_A Christmas tree with teddy bear_4.png,0,Yes there is a Christmas tree in the image.
0,0_A Christmas tree with teddy bear_4.png,1,No there is no lights on the Christmas tree.
0,0_A Christmas tree with teddy bear_4.png,2,Yes there is a teddy bear in the image.
0,0_A Christmas tree with teddy bear_4.png,3,Yes the lights on the Christmas tree are lit.
0,0_A Christmas tree with teddy bear_4.png,4,yes
0,0_A Christmas tree_0.png,0,Yes there is a Christmas tree is covered in snow.
0,0_A Christmas tree_0.png,1,No
0,0_A Christmas tree_0.png,2,no
0,0_A Christmas tree_0.png,3,Yes
0,0_A Christmas tree_0.png,4,yes
0,0_A Christmas tree_1.png,0,Yes there is a Christmas tree in the image.
0,0_A Christmas tree_1.png,1,Yes there are lights on the Christmas tree.
0,0_A Christmas tree_1.png,2,no
0,0_A Christmas tree_1.png,3,Yes the lights on the Christmas tree are red and white.
0,0_A Christmas tree_1.png,4,yes
0,0_A Christmas tree_2.png,0,Yes there is a Christmas tree in the room.
0,0_A Christmas tree_2.png,1,No
0,0_A Christmas tree_2.png,2,no
0,0_A Christmas tree_2.png,3,Yes the lights on the Christmas tree are red.
0,0_A Christmas tree_2.png,4,no
1,coco_325049_stable_diffusion_v2_1.jpg,0,A jet plane is visible in the image.  What
1,coco_325049_stable_diffusion_v2_1.jpg,1,A jetliner and a commercial airplane.  What type of airport is depicted in the image
1,coco_325049_stable_diffusion_v2_1.jpg,2,
1,coco_325049_stable_diffusion_v2_1.jpg,3,Yes
1,1_A group of planes._0.png,0,Yes there is a group of airplanes is parked on the runway.
1,1_A group of planes._0.png,1,Yes there is a wall of windows in the image.
1,1_A group of planes._0.png,2,Yes there are multiple airplanes in the image.
1,1_A group of planes._0.png,3,
1,1_A group of planes._1.png,0,Yes there is a group of planes is visible in the image.
1,1_A group of planes._1.png,1,Yes there is a wall of windows in the image.
1,1_A group of planes._1.png,2,Yes there are multiple planes in the image.
1,1_A group of planes._1.png,3,Yes the airplanes are near the wall of windows.
1,1_A group of planes._2.png,0,Yes there is a group of planes is depicted in the image.
1,1_A group of planes._2.png,1,Yes there is a wall of windows in the image.
1,1_A group of planes._2.png,2,Yes there are six airplanes in the image.
1,1_A group of planes._2.png,3,Yes the airplanes are near the wall of windows.
1,1_A group of planes._3.png,0,Black and white
1,1_A group of planes._3.png,1,Yes there is a wall of windows in the image.
1,1_A group of planes._3.png,2,Yes there are many airplanes in the image.
1,1_A group of planes._3.png,3,Yes the airplanes are near the wall of windows.
1,1_A group of planes._4.png,0,Yes there is a group of airplanes is parked on the runway.
1,1_A group of planes._4.png,1,Yes there is a wall of windows in the image.
1,1_A group of planes._4.png,2,Yes there are multiple airplanes in the image.
1,1_A group of planes._4.png,3,Yes the airplanes are near the wall of windows.
1,1_A large wall of windows._0.png,0,No
1,1_A large wall of windows._0.png,1,Yes there is a wall of windows.
1,1_A large wall of windows._0.png,2,No
1,1_A large wall of windows._0.png,3,Yes
1,1_A large wall of windows._1.png,0,No there is no group of planes in the image.
1,1_A large wall of windows._1.png,1,A church.
1,1_A large wall of windows._1.png,2,No there are only two planes in the image.
1,1_A large wall of windows._1.png,3,Yes
1,1_A large wall of windows._2.png,0,No there is no group of planes in the image.
