0,images/000-00.jpg,0,yes
0,images/000-00.jpg,1,christmas
0,images/000-00.jpg,2,yes
0,images/000-00.jpg,3,presents
0,images/000-00.jpg,4,yes
0,images/000-00.jpg,5,teddy bear
0,images/000-01.jpg,0,yes
0,images/000-01.jpg,1,christmas tree
0,images/000-01.jpg,2,yes
0,images/000-01.jpg,3,lights
0,images/000-01.jpg,4,no
0,images/000-01.jpg,5,no toy
0,images/000-02.jpg,0,yes
0,images/000-02.jpg,1,pine
0,images/000-02.jpg,2,yes
0,images/000-02.jpg,3,lights
0,images/000-02.jpg,4,no
0,images/000-02.jpg,5,no toy
0,images/000-03.jpg,0,yes
0,images/000-03.jpg,1,christmas
0,images/000-03.jpg,2,yes
0,images/000-03.jpg,3,star
0,images/000-03.jpg,4,no
0,images/000-03.jpg,5,star
0,images/000-04.jpg,0,yes
0,images/000-04.jpg,1,christmas
0,images/000-04.jpg,2,yes
0,images/000-04.jpg,3,star
0,images/000-04.jpg,4,no
0,images/000-04.jpg,5,no toy
0,images/000-05.jpg,0,yes
0,images/000-05.jpg,1,christmas
0,images/000-05.jpg,2,yes
0,images/000-05.jpg,3,presents
0,images/000-05.jpg,4,no
0,images/000-05.jpg,5,no toy
0,images/000-06.jpg,0,yes
0,images/000-06.jpg,1,christmas
0,images/000-06.jpg,2,yes
0,images/000-06.jpg,3,ornaments
0,images/000-06.jpg,4,yes
0,images/000-06.jpg,5,bear
0,images/000-07.jpg,0,yes
0,images/000-07.jpg,1,christmas
0,images/000-07.jpg,2,yes
0,images/000-07.jpg,3,presents
0,images/000-07.jpg,4,yes
0,images/000-07.jpg,5,teddy bear
0,images/000-08.jpg,0,yes
0,images/000-08.jpg,1,christmas
0,images/000-08.jpg,2,yes
0,images/000-08.jpg,3,presents
0,images/000-08.jpg,4,yes
0,images/000-08.jpg,5,teddy bear
0,images/000-09.jpg,0,yes
0,images/000-09.jpg,1,spruce
0,images/000-09.jpg,2,no
0,images/000-09.jpg,3,snow
0,images/000-09.jpg,4,no
0,images/000-09.jpg,5,no toy
0,images/000-10.jpg,0,yes
0,images/000-10.jpg,1,christmas tree
0,images/000-10.jpg,2,yes
0,images/000-10.jpg,3,ornaments
0,images/000-10.jpg,4,no
0,images/000-10.jpg,5,no toy
0,images/000-11.jpg,0,yes
0,images/000-11.jpg,1,christmas
0,images/000-11.jpg,2,yes
0,images/000-11.jpg,3,presents
0,images/000-11.jpg,4,no
0,images/000-11.jpg,5,no toy
1,images/001-00.jpg,0,yes
1,images/001-00.jpg,1,yes
1,images/001-00.jpg,2,glass
1,images/001-00.jpg,3,yes
1,images/001-00.jpg,4,yes
1,images/001-01.jpg,0,yes
1,images/001-01.jpg,1,no
1,images/001-01.jpg,2,runway
1,images/001-01.jpg,3,yes
1,images/001-01.jpg,4,yes
1,images/001-02.jpg,0,yes
1,images/001-02.jpg,1,no
1,images/001-02.jpg,2,grass
1,images/001-02.jpg,3,yes
1,images/001-02.jpg,4,no
1,images/001-03.jpg,0,yes
1,images/001-03.jpg,1,no
1,images/001-03.jpg,2,gray
1,images/001-03.jpg,3,yes
1,images/001-03.jpg,4,no
1,images/001-04.jpg,0,yes
1,images/001-04.jpg,1,no
1,images/001-04.jpg,2,clouds
1,images/001-04.jpg,3,yes
1,images/001-04.jpg,4,no
1,images/001-05.jpg,0,yes
1,images/001-05.jpg,1,no
1,images/001-05.jpg,2,trees
1,images/001-05.jpg,3,yes
1,images/001-05.jpg,4,yes
1,images/001-06.jpg,0,no
1,images/001-06.jpg,1,yes
1,images/001-06.jpg,2,windows
1,images/001-06.jpg,3,no
1,images/001-06.jpg,4,yes
1,images/001-07.jpg,0,no
1,images/001-07.jpg,1,yes
1,images/001-07.jpg,2,sky
1,images/001-07.jpg,3,no
1,images/001-07.jpg,4,yes
1,images/001-08.jpg,0,no
1,images/001-08.jpg,1,yes
1,images/001-08.jpg,2,building
1,images/001-08.jpg,3,no
1,images/001-08.jpg,4,yes
1,images/001-09.jpg,0,no
1,images/001-09.jpg,1,yes
1,images/001-09.jpg,2,building
1,images/001-09.jpg,3,no
1,images/001-09.jpg,4,yes
1,images/001-10.jpg,0,no
1,images/001-10.jpg,1,yes
1,images/001-10.jpg,2,trees
1,images/001-10.jpg,3,no
1,images/001-10.jpg,4,yes
2,images/002-00.jpg,0,yes
2,images/002-00.jpg,1,bear
2,images/002-00.jpg,2,yes
2,images/002-00.jpg,3,forest
2,images/002-00.jpg,4,yes
2,images/002-00.jpg,5,yes
2,images/002-00.jpg,6,yes
2,images/002-00.jpg,7,brown
2,images/002-01.jpg,0,yes
2,images/002-01.jpg,1,bear
2,images/002-01.jpg,2,yes
2,images/002-01.jpg,3,forest
2,images/002-01.jpg,4,yes
2,images/002-01.jpg,5,yes
2,images/002-01.jpg,6,yes
2,images/002-01.jpg,7,brown
2,images/002-02.jpg,0,yes
2,images/002-02.jpg,1,bear
2,images/002-02.jpg,2,yes
2,images/002-02.jpg,3,forest
2,images/002-02.jpg,4,yes
2,images/002-02.jpg,5,yes
2,images/002-02.jpg,6,yes
2,images/002-02.jpg,7,brown
2,images/002-03.jpg,0,yes
2,images/002-03.jpg,1,bear
2,images/002-03.jpg,2,yes
2,images/002-03.jpg,3,forest
2,images/002-03.jpg,4,yes
2,images/002-03.jpg,5,yes
2,images/002-03.jpg,6,yes
2,images/002-03.jpg,7,brown
2,images/002-04.jpg,0,yes
2,images/002-04.jpg,1,bear
2,images/002-04.jpg,2,yes
2,images/002-04.jpg,3,forest
2,images/002-04.jpg,4,yes
2,images/002-04.jpg,5,yes
2,images/002-04.jpg,6,yes
2,images/002-04.jpg,7,brown
2,images/002-05.jpg,0,yes
2,images/002-05.jpg,1,bear
2,images/002-05.jpg,2,yes
2,images/002-05.jpg,3,forest
2,images/002-05.jpg,4,yes
2,images/002-05.jpg,5,yes
2,images/002-05.jpg,6,yes
2,images/002-05.jpg,7,brown
2,images/002-06.jpg,0,yes
2,images/002-06.jpg,1,bear
2,images/002-06.jpg,2,yes
2,images/002-06.jpg,3,forest
2,images/002-06.jpg,4,yes
2,images/002-06.jpg,5,yes
2,images/002-06.jpg,6,yes
2,images/002-06.jpg,7,brown
2,images/002-07.jpg,0,yes
2,images/002-07.jpg,1,bear
2,images/002-07.jpg,2,yes
2,images/002-07.jpg,3,forest
2,images/002-07.jpg,4,yes
2,images/002-07.jpg,5,yes
2,images/002-07.jpg,6,yes
2,images/002-07.jpg,7,brown
2,images/002-08.jpg,0,yes
2,images/002-08.jpg,1,bear
2,images/002-08.jpg,2,yes
2,images/002-08.jpg,3,forest
2,images/002-08.jpg,4,yes
2,images/002-08.jpg,5,yes
2,images/002-08.jpg,6,yes
2,images/002-08.jpg,7,brown
2,images/002-09.jpg,0,yes
2,images/002-09.jpg,1,bear
2,images/002-09.jpg,2,yes
2,images/002-09.jpg,3,forest
2,images/002-09.jpg,4,yes
2,images/002-09.jpg,5,yes
2,images/002-09.jpg,6,yes
2,images/002-09.jpg,7,brown
2,images/002-10.jpg,0,yes
2,images/002-10.jpg,1,bear
2,images/002-10.jpg,2,yes
2,images/002-10.jpg,3,forest
2,images/002-10.jpg,4,yes
2,images/002-10.jpg,5,yes
2,images/002-10.jpg,6,yes
2,images/002-10.jpg,7,brown
2,images/002-11.jpg,0,no
2,images/002-11.jpg,1,fox
2,images/002-11.jpg,2,yes
2,images/002-11.jpg,3,forest
2,images/002-11.jpg,4,yes
2,images/002-11.jpg,5,no
2,images/002-11.jpg,6,no
2,images/002-11.jpg,7,brown
