id,image,question_id,vqa_answer
0,000-00.jpg,0,Yes there is a Christmas tree in the image.</s>
0,000-00.jpg,1,This is a Christmas tree.</s>
0,000-00.jpg,2,Yes there are lights on the Christmas tree.</s>
0,000-00.jpg,3,The Christmas tree is decorated with ornaments and lights.</s>
0,000-00.jpg,4,Yes there is a teddy bear in the image.</s>
0,000-00.jpg,5,There is a teddy bear on the Christmas tree.</s>
0,000-01.jpg,0,Yes there is a Christmas tree in the image.</s>
0,000-01.jpg,1,This is a Christmas tree.</s>
0,000-01.jpg,2,Yes there are lights on the Christmas tree.</s>
0,000-01.jpg,3,The Christmas tree is covered in lights and decorations.</s>
0,000-01.jpg,4,No there is no teddy bear in the image. The image features a Christmas tree covered in lights and snow.</s>
0,000-01.jpg,5,0</s>
0,000-02.jpg,0,Yes there is a Christmas tree in the image.</s>
0,000-02.jpg,1,This is a Christmas tree.</s>
0,000-02.jpg,2,Yes there are lights on the Christmas tree.</s>
0,000-02.jpg,3,The Christmas tree is adorned with lights.</s>
0,000-02.jpg,4,No there is no teddy bear in the image. The image features a Christmas tree with lights on it.</s>
0,000-02.jpg,5,0</s>
0,000-03.jpg,0,Yes there is a Christmas tree in the image.</s>
0,000-03.jpg,1,This is a Christmas tree.</s>
0,000-03.jpg,2,Yes there are lights on the Christmas tree.</s>
0,000-03.jpg,3,There is a star on the Christmas tree.</s>
0,000-03.jpg,4,No there is no teddy bear in the image. The image features a lit Christmas tree in a corner of a room.</s>
0,000-03.jpg,5,There is a toy star on the Christmas tree.</s>
0,000-04.jpg,0,Yes there is a Christmas tree in the image.</s>
0,000-04.jpg,1,This is a Christmas tree.</s>
0,000-04.jpg,2,Yes there are lights on the Christmas tree.</s>
0,000-04.jpg,3,There is a star on the top of the Christmas tree.</s>
0,000-04.jpg,4,No there is no teddy bear in the image. The image features a Christmas tree with lights on it.</s>
0,000-04.jpg,5,There is a star on the Christmas tree.</s>
0,000-05.jpg,0,Yes there is a Christmas tree in the image.</s>
0,000-05.jpg,1,This is a Christmas tree.</s>
0,000-05.jpg,2,Yes there are lights on the Christmas tree.</s>
0,000-05.jpg,3,The Christmas tree has lights on it.</s>
0,000-05.jpg,4,No there is no teddy bear in the image. The image features a Christmas tree with lights and presents underneath it.</s>
0,000-05.jpg,5,There is a toy train on the Christmas tree.</s>
0,000-06.jpg,0,Yes there is a Christmas tree in the image.</s>
0,000-06.jpg,1,This is a Christmas tree.</s>
0,000-06.jpg,2,No there are no lights on the Christmas tree in the image.</s>
0,000-06.jpg,3,There are ornaments on the Christmas tree including a teddy bear.</s>
0,000-06.jpg,4,Yes there is a teddy bear in the image.</s>
0,000-06.jpg,5,There is a stuffed teddy bear on the Christmas tree.</s>
0,000-07.jpg,0,Yes there is a Christmas tree in the image.</s>
0,000-07.jpg,1,This is a Christmas tree.</s>
0,000-07.jpg,2,Yes the Christmas tree has lights on it.</s>
0,000-07.jpg,3,The Christmas tree is decorated with ornaments including gold balls.</s>
0,000-07.jpg,4,Yes there is a teddy bear in the image.</s>
0,000-07.jpg,5,There is a teddy bear on the Christmas tree.</s>
0,000-08.jpg,0,Yes there is a Christmas tree in the image.</s>
0,000-08.jpg,1,This is a Christmas tree.</s>
0,000-08.jpg,2,Yes there are lights on the Christmas tree.</s>
0,000-08.jpg,3,The Christmas tree is decorated with red and gold ornaments.</s>
0,000-08.jpg,4,Yes there is a teddy bear in the image.</s>
0,000-08.jpg,5,There is a teddy bear on the Christmas tree.</s>
0,000-09.jpg,0,Yes there is a Christmas tree in the image.</s>
0,000-09.jpg,1,This is a Christmas tree.</s>
0,000-09.jpg,2,No there are no lights on the Christmas tree in the image.</s>
0,000-09.jpg,3,The Christmas tree is covered in snow giving it a beautiful and festive appearance.</s>
0,000-09.jpg,4,No there is no teddy bear in the image. The image features a snow-covered Christmas tree.</s>
0,000-09.jpg,5,0</s>
0,000-10.jpg,0,Yes there is a Christmas tree in the image.</s>
0,000-10.jpg,1,This is a Christmas tree which is a pine tree decorated with ornaments and lights during the holiday season.</s>
0,000-10.jpg,2,No there are no lights on the Christmas tree. It is a decorated tree with ornaments and red and silver balls.</s>
0,000-10.jpg,3,The Christmas tree is decorated with ornaments including red and silver balls.</s>
0,000-10.jpg,4,No there is no teddy bear in the image. The image features a Christmas tree with ornaments including red and silver balls.</s>
0,000-10.jpg,5,There is a toy train on the Christmas tree.</s>
0,000-11.jpg,0,Yes there is a Christmas tree in the image.</s>
0,000-11.jpg,1,This is a Christmas tree which is a small potted evergreen tree decorated for the holiday season.</s>
0,000-11.jpg,2,Yes there are lights on the Christmas tree.</s>
0,000-11.jpg,3,The Christmas tree is decorated with ornaments and lights.</s>
0,000-11.jpg,4,No there is no teddy bear in the image. The image features a Christmas tree in a room.</s>
0,000-11.jpg,5,There is a toy train on the Christmas tree.</s>
1,001-00.jpg,0,Yes there are planes in the image. They are visible through the windows of a building and they are parked on the tarmac.</s>
1,001-00.jpg,1,Yes there is a wall of windows in the image.</s>
1,001-00.jpg,2,There is a large airport terminal behind the planes.</s>
1,001-00.jpg,3,Yes there is a group of planes in the image which are parked at an airport.</s>
1,001-00.jpg,4,Yes the wall of windows is large as it is described as a "large wall of windows" in the image.</s>
1,001-01.jpg,0,Yes there are several planes in the image.</s>
1,001-01.jpg,1,No there is no wall of windows in the image. The image features a group of airplanes parked on a runway.</s>
1,001-01.jpg,2,There is a grass field behind the planes.</s>
1,001-01.jpg,3,Yes there is a group of planes in the image.</s>
1,001-01.jpg,4,Yes the wall of windows is large covering the entire length of the airplane.</s>
1,001-02.jpg,0,Yes there are several planes in the image.</s>
1,001-02.jpg,1,No there is no wall of windows in the image. The image features a collection of airplanes displayed on a grassy field.</s>
1,001-02.jpg,2,The planes are parked on a dirt field.</s>
1,001-02.jpg,3,Yes there is a group of planes in the image.</s>
1,001-02.jpg,4,No the wall of windows is not large. It is a small wall of windows.</s>
1,001-03.jpg,0,Yes there are several planes in the image.</s>
1,001-03.jpg,1,Yes there is a wall of windows on the side of one of the airplanes.</s>
1,001-03.jpg,2,There is a wall behind the planes.</s>
1,001-03.jpg,3,Yes there is a group of planes in the image.</s>
1,001-03.jpg,4,No the wall of windows is small.</s>
1,001-04.jpg,0,Yes there are many planes in the image.</s>
1,001-04.jpg,1,Yes there is a wall of windows in the image which is part of the airplanes.</s>
1,001-04.jpg,2,The planes are sitting on top of a water surface which could be a lake or a water runway.</s>
1,001-04.jpg,3,Yes there is a group of planes in the image.</s>
1,001-04.jpg,4,Yes the wall of windows on the airplane is large.</s>
1,001-05.jpg,0,Yes there are many planes parked in the lot.</s>
