id,image,question_id,vqa_answer
0,000-00.jpg,0,Yes there is a Christmas tree in the image.
0,000-00.jpg,1,1. Wreaths 2. Ornaments 3. Presents
0,000-00.jpg,2,No there are no lights on the Christmas tree.
0,000-00.jpg,3,The Christmas tree has a teddy bear sitting next to it.
0,000-00.jpg,4,Christmas tree
0,000-00.jpg,5,A teddy bear is on the Christmas tree.
0,000-01.jpg,0,Yes there is a Christmas tree in the image.
0,000-01.jpg,1,This Christmas tree is a green fir tree.
0,000-01.jpg,2,Yes there are lights on the Christmas tree.
0,000-01.jpg,3,The Christmas tree is decorated with green lights giving it a festive appearance.
0,000-01.jpg,4,yes
0,000-01.jpg,5,A toy is on the Christmas tree.
0,000-02.jpg,0,Christmas
0,000-02.jpg,1,Christmas lights
0,000-02.jpg,2,Yes there are lights on the Christmas tree creating a festive atmosphere.
0,000-02.jpg,3,The Christmas tree has white lights on it.
0,000-02.jpg,4,No there is no teddy bear in the image.
0,000-02.jpg,5,A toy is sitting on the Christmas tree which is decorated with white lights.
0,000-03.jpg,0,Yes there is a Christmas tree in the image.
0,000-03.jpg,1,This is a Christmas tree.
0,000-03.jpg,2,Yes there are lights on the Christmas tree.
0,000-03.jpg,3,The Christmas tree has a star on top of it.
0,000-03.jpg,4,no
0,000-03.jpg,5,A star.
0,000-04.jpg,0,Evergreen
0,000-04.jpg,1,This is a Christmas tree.
0,000-04.jpg,2,Yes there are lights on the Christmas tree.
0,000-04.jpg,3,The Christmas tree has a star on top of it.
0,000-04.jpg,4,No there is no teddy bear in the image.
0,000-04.jpg,5,A star is on top of the Christmas tree.
0,000-05.jpg,0,Yes there is a Christmas tree in the image.
0,000-05.jpg,1,This is a Christmas tree.
0,000-05.jpg,2,Yes there are lights on the Christmas tree.
0,000-05.jpg,3,The Christmas tree is decorated with blue lights giving it a festive appearance.
0,000-05.jpg,4,Yes there is a teddy bear next to the Christmas tree.
0,000-05.jpg,5,A toy train is on the Christmas tree.
0,000-06.jpg,0,A white teddy bear.  What color is the bear
0,000-06.jpg,1,This tree is a Christmas tree.
0,000-06.jpg,2,No the Christmas tree is decorated with ornaments but no lights.
0,000-06.jpg,3,A white teddy bear is sitting on the Christmas tree.
0,000-06.jpg,4,Yes there is a teddy bear on the Christmas tree.
0,000-06.jpg,5,A white teddy bear is on the Christmas tree.
0,000-07.jpg,0,Christmas
0,000-07.jpg,1,This tree is a Christmas tree.
0,000-07.jpg,2,Yes there are lights on the Christmas tree.
0,000-07.jpg,3,On the Christmas tree there is a teddy bear sitting next to a small Christmas tree.
0,000-07.jpg,4,Christmas
0,000-07.jpg,5,A teddy bear is on the Christmas tree.
0,000-08.jpg,0,Yes there is a Christmas tree in the image.
0,000-08.jpg,1,This tree is a Christmas tree.
0,000-08.jpg,2,No there are no lights on the Christmas tree.
0,000-08.jpg,3,The Christmas tree has a white star on top of it along with several red presents underneath it.
0,000-08.jpg,4,Yes there is a teddy bear in the image.
0,000-08.jpg,5,A teddy bear is on the Christmas tree.
0,000-09.jpg,0,Pine tree
0,000-09.jpg,1,This tree is a snow-covered evergreen tree.
0,000-09.jpg,2,Yes there are lights on the Christmas tree.
0,000-09.jpg,3,Snow is covering the Christmas tree in the image.
0,000-09.jpg,4,Pine tree
0,000-09.jpg,5,A toy Christmas tree is on the Christmas tree.
0,000-10.jpg,0,Yes there is a Christmas tree in the image.
0,000-10.jpg,1,A Christmas tree.
0,000-10.jpg,2,Yes there are lights on the Christmas tree.
0,000-10.jpg,3,The Christmas tree has various ornaments including red and white balls snowflakes and stars.
0,000-10.jpg,4,No there is no teddy bear on the Christmas tree.
0,000-10.jpg,5,The toy on the Christmas tree is a green Christmas tree.
0,000-11.jpg,0,Yes there is a Christmas tree in the image.
0,000-11.jpg,1,This is a Christmas tree.
0,000-11.jpg,2,Yes there are lights on the Christmas tree.
0,000-11.jpg,3,The Christmas tree has red ornaments including red balls and presents.
0,000-11.jpg,4,No there is no teddy bear in the image.
0,000-11.jpg,5,A toy Santa Claus is sitting on the Christmas tree.
1,001-00.jpg,0,1. Jet airplane 2. Passenger
1,001-00.jpg,1,Jet airplanes.
1,001-00.jpg,2,A jet plane.
1,001-00.jpg,3,Yes there is a group of airplanes visible through the windows of an airport terminal.
1,001-00.jpg,4,Yes
1,001-01.jpg,0,Yes there are four airplanes parked on the runway.
1,001-01.jpg,1,Passenger jets.
1,001-01.jpg,2,In the image there are four airplanes parked next to each other on an airport runway. They are positioned next to each other indicating that they are either preparing for takeoff or have just
1,001-01.jpg,3,Yes there are a couple of airplanes parked on the runway.
1,001-01.jpg,4,4.
1,001-02.jpg,0,Yes there are airplanes in the image.
1,001-02.jpg,1,Yes there is a wall of windows in the image.
1,001-02.jpg,2,There are airplanes parked behind each other arranged in a formation.
1,001-02.jpg,3,Yes there are a group of airplanes in the image.
1,001-02.jpg,4,Yes the wall of windows is large.
1,001-03.jpg,0,Yes there are six airplanes in the image.
1,001-03.jpg,1,Yes there is a wall of windows in the image.
1,001-03.jpg,2,In the image there are six airplanes positioned behind each other. They are flying in formation showcasing their skills and precision.
1,001-03.jpg,3,Yes there are a group of airplanes in the image.
1,001-03.jpg,4,Yes the wall of windows is quite large.
1,001-04.jpg,0,Yes there are many airplanes in the image some of which are parked on the runway.
1,001-04.jpg,1,Black
1,001-04.jpg,2,The planes in the image are parked on the ground lined up in a row.
1,001-04.jpg,3,
1,001-04.jpg,4,Yes the wall of windows is large.
1,001-05.jpg,0,Yes there are airplanes parked on the runway.
1,001-05.jpg,1,Airport
1,001-05.jpg,2,There is a forest behind the planes.
1,001-05.jpg,3,Yes there is a group of airplanes parked on the runway.
1,001-05.jpg,4,Yes the wall of windows is large.
1,001-06.jpg,0,A tall building with lots of windows.
1,001-06.jpg,1,An office building.
1,001-06.jpg,2,A wall of windows.
1,001-06.jpg,3,A tall building with lots of windows.
1,001-06.jpg,4,Yes the wall of windows is large.
1,001-07.jpg,0,An airport hangar.  What type of building are the planes in
1,001-07.jpg,1,A church.
1,001-07.jpg,2,The airplanes are parked in a large hangar surrounded by windows.
1,001-07.jpg,3,No there is no group of planes visible in the image.
1,001-07.jpg,4,Yes the wall of windows is large.
1,001-08.jpg,0,A tall brick building.
1,001-08.jpg,1,A tall brick building.
1,001-08.jpg,2,A brick building.
1,001-08.jpg,3,An office building.  What type of building are the planes flying
1,001-08.jpg,4,
1,001-09.jpg,0,There are no airplanes visible in the image.
1,001-09.jpg,1,A tall building.
1,001-09.jpg,2,A building with windows.
1,001-09.jpg,3,No there is no group of planes in the image.
1,001-09.jpg,4,Yes the wall of windows is large.
1,001-10.jpg,0,An empty
1,001-10.jpg,1,A gymnasium.
1,001-10.jpg,2,A building.
1,001-10.jpg,3,No there is no group of planes in the image.
1,001-10.jpg,4,yes
2,002-00.jpg,0,yes
2,002-00.jpg,1,A brown bear.
2,002-00.jpg,2,This forest is inhabited by a large brown bear which can be seen walking through the grass and trees. The bear is surrounded by tall trees indicating that this forest might be
2,002-00.jpg,3,This environment is a forest with tall trees and green foliage.
2,002-00.jpg,4,Yes there are trees in the image.
2,002-00.jpg,5,Yes the bear is walking through a forest.
2,002-00.jpg,6,yes
2,002-00.jpg,7,brown
2,002-01.jpg,0,A brown bear.
2,002-01.jpg,1,A bear.
2,002-01.jpg,2,This forest is covered in snow and a bear is walking across a snow-covered path.
2,002-01.jpg,3,The environment is characterized by a snowy wooded area with tall trees providing shade and shelter for the bear.
2,002-01.jpg,4,Yes there are trees in the image.
2,002-01.jpg,5,Yes the bear is walking through a snowy forest.
2,002-01.jpg,6,Yes the bear is brown.
2,002-01.jpg,7,The bear is brown.
2,002-02.jpg,0,It
2,002-02.jpg,1,A bear.
2,002-02.jpg,2,This forest is characterized by tall trees with a mix of evergreen and deciduous species. The bear is walking through the dense forest surrounded by trees
2,002-02.jpg,3,The environment is lush and green with tall trees surrounding the bear.
2,002-02.jpg,4,Yes there are trees in the image.
2,002-02.jpg,5,Yes the bear is walking through the forest.
2,002-02.jpg,6,Yes the bear is brown.
2,002-02.jpg,7,The bear is brown.
2,002-03.jpg,0,yes
2,002-03.jpg,1,A brown bear.
2,002-03.jpg,2,This forest is bustling with activity as a brown bear is walking along a path possibly searching for food or moving between different locations. The bear's
2,002-03.jpg,3,This environment is a forest with tall trees a grassy hill and a bear walking on a path.
2,002-03.jpg,4,Yes there are trees in the image.
2,002-03.jpg,5,Yes the bear is walking.
2,002-03.jpg,6,yes
2,002-03.jpg,7,The bear is brown.
2,002-04.jpg,0,No this is not a bear. The image features a large brown bear walking through a forest.
2,002-04.jpg,1,A brown bear.
2,002-04.jpg,2,This forest is inhabited by a large brown bear walking along a dirt path in the woods.
2,002-04.jpg,3,The environment is characterized by a forest with tall trees a dirt path and a bear walking on a dirt path.
2,002-04.jpg,4,Yes there are trees in the image.
2,002-04.jpg,5,Yes the bear is walking on a path in the woods.
2,002-04.jpg,6,yes
2,002-04.jpg,7,The bear is brown.
2,002-05.jpg,0,No this is not a bear. The image features a large brown bear walking through a forest.
2,002-05.jpg,1,A brown bear is walking across the forest.
2,002-05.jpg,2,This forest is densely wooded with tall trees providing shade and shelter for the bear.
2,002-05.jpg,3,The environment is characterized by a forest with tall trees a grassy field and a bear walking through the woods.
2,002-05.jpg,4,Yes there are trees in the image.
2,002-05.jpg,5,Yes the bear is walking through a forest.
2,002-05.jpg,6,yes
2,002-05.jpg,7,The bear is brown.
2,002-06.jpg,0,A brown bear.
2,002-06.jpg,1,A bear.
2,002-06.jpg,2,This forest is covered in snow and it has a brown bear walking through it.
2,002-06.jpg,3,The environment is characterized by a snowy wooded forest with trees on both sides of the path.
2,002-06.jpg,4,Yes there are trees in the image.
2,002-06.jpg,5,Yes the bear is walking through the snowy woods.
2,002-06.jpg,6,Yes the bear is brown.
2,002-06.jpg,7,brown
2,002-07.jpg,0,Brown bear.
2,002-07.jpg,1,A brown bear.
