0,000-00.jpg,0,Yes there is a Christmas tree in the image.</s>
0,000-00.jpg,1,Yes there are lights on the Christmas tree.</s>
0,000-00.jpg,2,Yes there is a teddy bear in the image.</s>
0,000-00.jpg,3,Yes the Christmas tree has lights on it.</s>
0,000-00.jpg,4,Yes the teddy bear is sitting next to the Christmas tree.</s>
0,000-01.jpg,0,Yes there is a Christmas tree in the image.</s>
0,000-01.jpg,1,Yes there are lights on the Christmas tree which are illuminating the tree and the surrounding area.</s>
0,000-01.jpg,2,No there is no teddy bear in the image. The image features a Christmas tree with lights on it surrounded by snow.</s>
0,000-01.jpg,3,Yes the Christmas tree is decorated with lights.</s>
0,000-01.jpg,4,Yes the teddy bear is near the Christmas tree.</s>
0,000-02.jpg,0,Yes there is a Christmas tree in the image.</s>
0,000-02.jpg,1,Yes there are lights on the Christmas tree.</s>
0,000-02.jpg,2,No there is no teddy bear in the image. The image features a Christmas tree with lights on it.</s>
0,000-02.jpg,3,Yes the lights on the Christmas tree are turned on creating a festive and illuminated appearance.</s>
0,000-02.jpg,4,Yes the teddy bear is near the Christmas tree.</s>
0,000-03.jpg,0,Yes there is a Christmas tree in the image.</s>
0,000-03.jpg,1,Yes there are lights on the Christmas tree.</s>
0,000-03.jpg,2,No there is no teddy bear in the image. The image features a Christmas tree with lights on it.</s>
0,000-03.jpg,3,Yes the Christmas tree has lights on it.</s>
0,000-03.jpg,4,Yes the teddy bear is near the Christmas tree.</s>
0,000-04.jpg,0,Yes there is a Christmas tree in the image.</s>
0,000-04.jpg,1,Yes there are lights on the Christmas tree.</s>
0,000-04.jpg,2,No there is no teddy bear in the image. The image features a lit Christmas tree with a star on top.</s>
0,000-04.jpg,3,Yes the Christmas tree has lights on it which are shining brightly.</s>
0,000-04.jpg,4,Yes the teddy bear is near the Christmas tree.</s>
0,000-05.jpg,0,Yes there is a Christmas tree in the image.</s>
0,000-05.jpg,1,Yes there are lights on the Christmas tree.</s>
0,000-05.jpg,2,No there is no teddy bear in the image. The image features a Christmas tree with presents underneath it.</s>
0,000-05.jpg,3,Yes the Christmas tree has lights on it adding to its festive appearance.</s>
0,000-05.jpg,4,Yes the teddy bear is sitting near the Christmas tree.</s>
0,000-06.jpg,0,Yes there is a Christmas tree in the image.</s>
0,000-06.jpg,1,No there are no lights on the Christmas tree.</s>
0,000-06.jpg,2,Yes there is a teddy bear in the image.</s>
0,000-06.jpg,3,Yes the Christmas tree has lights on it.</s>
0,000-06.jpg,4,Yes the teddy bear is standing next to the Christmas tree.</s>
0,000-07.jpg,0,Yes there is a Christmas tree in the image.</s>
0,000-07.jpg,1,Yes there are lights on the Christmas tree.</s>
0,000-07.jpg,2,Yes there is a teddy bear in the image.</s>
0,000-07.jpg,3,Yes the Christmas tree has lights on it.</s>
0,000-07.jpg,4,Yes the teddy bear is sitting next to the Christmas tree.</s>
0,000-08.jpg,0,Yes there is a Christmas tree in the image.</s>
0,000-08.jpg,1,Yes there are lights on the Christmas tree.</s>
0,000-08.jpg,2,Yes there is a teddy bear in the image.</s>
0,000-08.jpg,3,Yes the Christmas tree has lights on it.</s>
0,000-08.jpg,4,Yes the teddy bear is sitting next to the Christmas tree.</s>
0,000-09.jpg,0,Yes there is a Christmas tree in the image.</s>
0,000-09.jpg,1,No there are no lights on the tree.</s>
0,000-09.jpg,2,No there is no teddy bear in the image. The image features a snow-covered Christmas tree.</s>
0,000-09.jpg,3,No the Christmas tree in the image is not lit up with lights.</s>
0,000-09.jpg,4,Yes the teddy bear is near the Christmas tree sitting in the snow.</s>
0,000-10.jpg,0,Yes there is a Christmas tree in the image.</s>
0,000-10.jpg,1,No there are no lights on the tree. The tree is decorated with ornaments including red and silver balls.</s>
0,000-10.jpg,2,No there is no teddy bear in the image. The image features a Christmas tree with ornaments and lights.</s>
0,000-10.jpg,3,Yes the Christmas tree is decorated with lights and ornaments.</s>
0,000-10.jpg,4,No there is no teddy bear near the Christmas tree in the image. The image features a Christmas tree with ornaments including red and silver balls.</s>
0,000-11.jpg,0,Yes there is a Christmas tree in the image.</s>
0,000-11.jpg,1,Yes there are lights on the Christmas tree.</s>
0,000-11.jpg,2,No there is no teddy bear in the image. The image features a Christmas tree with ornaments and presents underneath it.</s>
0,000-11.jpg,3,Yes the Christmas tree has lights on it.</s>
0,000-11.jpg,4,Yes the teddy bear is sitting near the Christmas tree.</s>
1,001-00.jpg,0,Yes there is a group of planes in the image.</s>
